MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1921256	Dnm1l	dynamin 1-like	16		mitochondrial outer membrane			IDA		J:167998 J:286525 	
MGI:1921256	Dnm1l	dynamin 1-like	16		mitochondrial outer membrane			ISO	O00429 	J:164563 	
MGI:1921256	Dnm1l	dynamin 1-like	16		mitochondrion			IBA	PTN002480309 	J:265628 	
MGI:1921256	Dnm1l	dynamin 1-like	16		mitochondrion			IDA		J:208253 J:224442 J:259757 	
MGI:1921256	Dnm1l	dynamin 1-like	16		mitochondrion			IMP		J:200469 	
MGI:1921256	Dnm1l	dynamin 1-like	16		mitochondrion			ISO	RGD:620416 	J:155856 	
MGI:1921256	Dnm1l	dynamin 1-like	16		mitochondrion			ISO	O00429 	J:73065 	
MGI:1341299	Dnm3	dynamin 3	1		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:3584043	Dok7	docking protein 7	5		mitochondrion			ISO	Q18PE1 	J:164563 	
MGI:1349763	Dpysl2	dihydropyrimidinase-like 2	14		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1342307	Drg2	developmentally regulated GTP binding protein 2	11		mitochondrion			HDA		J:151002 	
MGI:108396	Dtymk	deoxythymidylate kinase	1		mitochondrial intermembrane space			ISO	RGD:1309614 	J:155856 	
MGI:108396	Dtymk	deoxythymidylate kinase	1		mitochondrial matrix			ISO	RGD:1309614 	J:155856 	
MGI:108396	Dtymk	deoxythymidylate kinase	1		mitochondrion			IBA	PTN000038987 	J:265628 	
MGI:108396	Dtymk	deoxythymidylate kinase	1		mitochondrion			ISO	RGD:1309614 	J:155856 	
MGI:1913619	Dus2	dihydrouridine synthase 2	8		mitochondrion			HDA		J:151002 	
MGI:1922469	Dusp18	dual specificity phosphatase 18	11		extrinsic component of mitochondrial inner membrane			ISO	RGD:1306929 	J:155856 	
MGI:1922469	Dusp18	dual specificity phosphatase 18	11		extrinsic component of mitochondrial inner membrane			ISS	NP_001013146 	J:137567 	
MGI:1922469	Dusp18	dual specificity phosphatase 18	11		intrinsic component of mitochondrial inner membrane			ISS	NP_001013146 	J:137567 	
MGI:1922469	Dusp18	dual specificity phosphatase 18	11		mitochondrial inner membrane			ISS	NP_001013146 	J:137567 	
MGI:1922469	Dusp18	dual specificity phosphatase 18	11		mitochondrial intermembrane space			ISO	RGD:1306929 	J:155856 	
MGI:1922469	Dusp18	dual specificity phosphatase 18	11		mitochondrial intermembrane space			ISS	NP_001013146 	J:137567 	
MGI:1922469	Dusp18	dual specificity phosphatase 18	11		mitochondrion			ISS	NP_001013146 	J:137567 	
MGI:1920797	Dusp21	dual specificity phosphatase 21	X		extrinsic component of mitochondrial inner membrane			ISO	RGD:1560427 	J:155856 	
MGI:1920797	Dusp21	dual specificity phosphatase 21	X		mitochondrial inner membrane			ISS	NP_001100441 	J:137567 	
MGI:1920797	Dusp21	dual specificity phosphatase 21	X		mitochondrial intermembrane space			ISS	NP_001100441 	J:137567 	
MGI:1920797	Dusp21	dual specificity phosphatase 21	X		mitochondrial matrix			ISO	RGD:1560427 	J:155856 	
MGI:1920797	Dusp21	dual specificity phosphatase 21	X		mitochondrion			ISS	NP_001100441 	J:137567 	
MGI:1914209	Dusp26	dual specificity phosphatase 26 (putative)	8		mitochondrion			HDA		J:151002 	
MGI:1346051	Dut	deoxyuridine triphosphatase	2		mitochondrion	is a part of EMAPA:16846|is a part of EMAPA:16894|is a part of EMAPA:17373		HDA		J:86816 	
MGI:1346051	Dut	deoxyuridine triphosphatase	2		mitochondrion			HDA		J:151002 	
MGI:1861457	Dynll1	dynein light chain LC8-type 1	5	colocalizes_with	mitochondrion			ISO	RGD:619866 	J:155856 	
MGI:1914667	Ears2	glutamyl-tRNA synthetase 2, mitochondrial	7		mitochondrion			HDA		J:151002 	
MGI:1914667	Ears2	glutamyl-tRNA synthetase 2, mitochondrial	7		mitochondrion			ISO	Q5JPH6 	J:164563 	
MGI:1858208	Ech1	enoyl coenzyme A hydratase 1, peroxisomal	7		mitochondrion	is a part of liver,is a part of liver|is a part of brain,is a part of brain|is a part of metanephros,is a part of metanephros|is a part of heart,is a part of heart		HDA		J:86816 	
MGI:1858208	Ech1	enoyl coenzyme A hydratase 1, peroxisomal	7		mitochondrion			HDA		J:151002 	
MGI:1858208	Ech1	enoyl coenzyme A hydratase 1, peroxisomal	7		mitochondrion			IBA	PTN000234585 	J:265628 	
MGI:1858208	Ech1	enoyl coenzyme A hydratase 1, peroxisomal	7		mitochondrion			ISO	RGD:69353 	J:155856 	
MGI:1289238	Echdc2	enoyl Coenzyme A hydratase domain containing 2	4		mitochondrion			IBA	PTN000234999 	J:265628 	
MGI:1915106	Echdc3	enoyl Coenzyme A hydratase domain containing 3	2		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1915106	Echdc3	enoyl Coenzyme A hydratase domain containing 3	2		mitochondrion			HDA		J:151002 	
MGI:1915106	Echdc3	enoyl Coenzyme A hydratase domain containing 3	2		mitochondrion			IBA	PTN000234893 	J:265628 	
MGI:1915106	Echdc3	enoyl Coenzyme A hydratase domain containing 3	2		mitochondrion			ISO	RGD:1589147 	J:155856 	
MGI:2136460	Echs1	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial	7		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:2136460	Echs1	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial	7		mitochondrion			HDA		J:151002 	
MGI:2136460	Echs1	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial	7		mitochondrion			IBA	PTN000235143 	J:265628 	
MGI:2136460	Echs1	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial	7		mitochondrion			ISO	RGD:69330 	J:155856 	
MGI:2136460	Echs1	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial	7		mitochondrion			ISO	P30084 	J:164563 	
MGI:94871	Eci1	enoyl-Coenzyme A delta isomerase 1	17		mitochondrial inner membrane			HDA		J:100953 	
MGI:94871	Eci1	enoyl-Coenzyme A delta isomerase 1	17		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:94871	Eci1	enoyl-Coenzyme A delta isomerase 1	17		mitochondrion			HDA		J:151002 	
MGI:94871	Eci1	enoyl-Coenzyme A delta isomerase 1	17		mitochondrion			IBA	PTN000234959 	J:265628 	
MGI:94871	Eci1	enoyl-Coenzyme A delta isomerase 1	17		mitochondrion			ISO	RGD:61892 	J:155856 	
MGI:94871	Eci1	enoyl-Coenzyme A delta isomerase 1	17		mitochondrion			ISO	P42126 	J:164563 	
MGI:94871	Eci1	enoyl-Coenzyme A delta isomerase 1	17		mitochondrion			TAS		J:76763 	
MGI:1346064	Eci2	enoyl-Coenzyme A delta isomerase 2	13		mitochondrion			HDA		J:151002 	
MGI:1346064	Eci2	enoyl-Coenzyme A delta isomerase 2	13		mitochondrion			IBA	PTN001514139 	J:265628 	
MGI:1346064	Eci2	enoyl-Coenzyme A delta isomerase 2	13		mitochondrion			IDA		J:211485 	
MGI:1346064	Eci2	enoyl-Coenzyme A delta isomerase 2	13		mitochondrion			ISO	RGD:1359427 	J:155856 	
MGI:1346064	Eci2	enoyl-Coenzyme A delta isomerase 2	13		mitochondrion			ISO	O75521 	J:164563 	
MGI:1916373	Eci3	enoyl-Coenzyme A delta isomerase 3	13		mitochondrion			IBA	PTN001514139 	J:265628 	
MGI:1916373	Eci3	enoyl-Coenzyme A delta isomerase 3	13		mitochondrion			ISO	RGD:1359427 	J:155856 	
MGI:1916373	Eci3	enoyl-Coenzyme A delta isomerase 3	13		mitochondrion			ISO	O75521 	J:164563 	
MGI:1349469	Ecsit	ECSIT signalling integrator	9		mitochondrion			HDA		J:151002 	
MGI:1349469	Ecsit	ECSIT signalling integrator	9		mitochondrion			IBA	PTN000992245 	J:265628 	
MGI:1349469	Ecsit	ECSIT signalling integrator	9		mitochondrion			IDA		J:184896 	
MGI:1349469	Ecsit	ECSIT signalling integrator	9		mitochondrion			ISO	Q9BQ95 	J:164563 	
MGI:1918699	Eef1aknmt	EEF1A lysine and N-terminal methyltransferase	1		mitochondrion			IDA		J:304582 	
MGI:2137092	Eefsec	eukaryotic elongation factor, selenocysteine-tRNA-specific	6		mitochondrion			HDA		J:151002 	
MGI:1921607	Efhd1	EF hand domain containing 1	1		mitochondrial inner membrane			IBA	PTN000314876 	J:265628 	
MGI:1921607	Efhd1	EF hand domain containing 1	1		mitochondrial inner membrane			IDA		J:104857 	
MGI:1921607	Efhd1	EF hand domain containing 1	1		mitochondrion			HDA		J:151002 	
MGI:1277964	Ehhadh	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	16		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1277964	Ehhadh	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	16		mitochondrion			HDA		J:151002 	
MGI:1890496	Elac2	elaC ribonuclease Z 2	11		mitochondrial nucleoid			IDA		J:213151 	
MGI:1890496	Elac2	elaC ribonuclease Z 2	11		mitochondrial nucleoid			ISO	Q9BQ52 	J:164563 	
MGI:1890496	Elac2	elaC ribonuclease Z 2	11		mitochondrion			HDA		J:151002 	
MGI:1890496	Elac2	elaC ribonuclease Z 2	11		mitochondrion			IBA	PTN000284963 	J:265628 	
MGI:1890496	Elac2	elaC ribonuclease Z 2	11		mitochondrion			ISO	Q9BQ52 	J:164563 	
MGI:101833	Elk1	ELK1, member of ETS oncogene family	X		mitochondrion			ISO	RGD:1598663 	J:155856 	
MGI:101762	Elk3	ELK3, member of ETS oncogene family	10		mitochondrion			ISO	P41970 	J:164563 	
MGI:95317	Eln	elastin	5		mitochondrion			HDA		J:151002 	
MGI:1913986	Emc2	ER membrane protein complex subunit 2	15		mitochondrion			HDA		J:151002 	
MGI:1343095	Emc8	ER membrane protein complex subunit 8	8		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1261433	Endog	endonuclease G	2		mitochondrial inner membrane			IBA	PTN000359598 	J:265628 	
MGI:1261433	Endog	endonuclease G	2		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1261433	Endog	endonuclease G	2		mitochondrion			HDA		J:151002 	
MGI:1261433	Endog	endonuclease G	2		mitochondrion			ISO	RGD:1310763 	J:155856 	
MGI:1261433	Endog	endonuclease G	2		mitochondrion			ISO	Q14249 	J:164563 	
MGI:1919286	Eny2	ENY2 transcription and export complex 2 subunit	15		mitochondrion			ISO	Q9NPA8 	J:164563 	
MGI:98277	Epha4	Eph receptor A4	1		mitochondrial outer membrane			ISO	RGD:1560587 	J:155856 	
MGI:1889295	Eral1	Era (G-protein)-like 1 (E. coli)	11		mitochondrial inner membrane			IEA	KW-0999 	J:60000 	
MGI:1889295	Eral1	Era (G-protein)-like 1 (E. coli)	11		mitochondrial matrix			IBA	PTN000909645 	J:265628 	
MGI:1889295	Eral1	Era (G-protein)-like 1 (E. coli)	11		mitochondrial matrix			ISO	O75616 	J:164563 	
MGI:1889295	Eral1	Era (G-protein)-like 1 (E. coli)	11		mitochondrion			ISO	O75616 	J:164563 	
MGI:104771	Erbb4	erb-b2 receptor tyrosine kinase 4	1		mitochondrion			ISO	Q15303 	J:164563 	
MGI:1923501	Ercc6l2	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	13		mitochondrion			ISO	Q5T890 	J:164563 	
MGI:1930134	Ern1	endoplasmic reticulum (ER) to nucleus signalling 1	11		mitochondrion			IDA		J:192731 	
MGI:1352467	Esr1	estrogen receptor 1 (alpha)	10		mitochondrion			ISO	RGD:2581 	J:155856 	
MGI:109392	Esr2	estrogen receptor 2 (beta)	12		mitochondrion			ISO	Q62986 Q92731 	J:73065 	
MGI:106092	Etfa	electron transferring flavoprotein, alpha polypeptide	9		mitochondrial electron transfer flavoprotein complex			TAS		J:32424 	
MGI:106092	Etfa	electron transferring flavoprotein, alpha polypeptide	9		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:106092	Etfa	electron transferring flavoprotein, alpha polypeptide	9		mitochondrion			HDA		J:151002 	
MGI:106092	Etfa	electron transferring flavoprotein, alpha polypeptide	9		mitochondrion			IBA	PTN000097952 	J:265628 	
MGI:106092	Etfa	electron transferring flavoprotein, alpha polypeptide	9		mitochondrion			ISO	P13804 	J:164563 	
MGI:106098	Etfb	electron transferring flavoprotein, beta polypeptide	7		mitochondrial electron transfer flavoprotein complex			TAS		J:32424 	
MGI:106098	Etfb	electron transferring flavoprotein, beta polypeptide	7		mitochondrial matrix			ISO	P38117 	J:164563 	
MGI:106098	Etfb	electron transferring flavoprotein, beta polypeptide	7		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:106098	Etfb	electron transferring flavoprotein, beta polypeptide	7		mitochondrion			HDA		J:151002 	
MGI:106098	Etfb	electron transferring flavoprotein, beta polypeptide	7		mitochondrion			ISO	P38117 	J:164563 	
MGI:2443575	Etfbkmt	electron transfer flavoprotein beta subunit lysine methyltransferase	6		mitochondrial matrix			IBA	PTN000430781 	J:265628 	
MGI:2443575	Etfbkmt	electron transfer flavoprotein beta subunit lysine methyltransferase	6		mitochondrial matrix			ISO	Q8IXQ9 	J:164563 	
MGI:2443575	Etfbkmt	electron transfer flavoprotein beta subunit lysine methyltransferase	6		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:106100	Etfdh	electron transferring flavoprotein, dehydrogenase	3		integral component of mitochondrial inner membrane			IBA	PTN000065332 	J:265628 	
MGI:106100	Etfdh	electron transferring flavoprotein, dehydrogenase	3		integral component of mitochondrial inner membrane			ISO	Q16134 	J:164563 	
MGI:106100	Etfdh	electron transferring flavoprotein, dehydrogenase	3		mitochondrial electron transfer flavoprotein complex			TAS		J:32424 	
MGI:106100	Etfdh	electron transferring flavoprotein, dehydrogenase	3		mitochondrial inner membrane			HDA		J:100953 	
MGI:106100	Etfdh	electron transferring flavoprotein, dehydrogenase	3		mitochondrial membrane			ISO	RGD:735052 	J:155856 	
MGI:106100	Etfdh	electron transferring flavoprotein, dehydrogenase	3		mitochondrial membrane			ISO	Q16134 	J:164563 	
MGI:106100	Etfdh	electron transferring flavoprotein, dehydrogenase	3		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:106100	Etfdh	electron transferring flavoprotein, dehydrogenase	3		mitochondrion			HDA		J:151002 	
MGI:1914886	Etfrf1	electron transfer flavoprotein regulatory factor 1	6		mitochondrion			HDA		J:151002 	
MGI:1914886	Etfrf1	electron transfer flavoprotein regulatory factor 1	6		mitochondrion			IBA	PTN000471017 	J:265628 	
MGI:1914886	Etfrf1	electron transfer flavoprotein regulatory factor 1	6		mitochondrion			ISO	Q6IPR1 	J:164563 	
MGI:1913321	Ethe1	ethylmalonic encephalopathy 1	7		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1913321	Ethe1	ethylmalonic encephalopathy 1	7		mitochondrion			HDA		J:151002 	
MGI:1913321	Ethe1	ethylmalonic encephalopathy 1	7		mitochondrion			IBA	PTN000940117 	J:265628 	
MGI:1913321	Ethe1	ethylmalonic encephalopathy 1	7		mitochondrion			ISO	O95571 	J:164563 	
MGI:1919010	Etnppl	ethanolamine phosphate phospholyase	3		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:1922485	Exd2	exonuclease 3'-5' domain containing 2	12		mitochondrial outer membrane			ISO	Q9NVH0 	J:164563 	
MGI:1922485	Exd2	exonuclease 3'-5' domain containing 2	12		mitochondrion			ISO	Q9NVH0 	J:164563 	
MGI:2143333	Exog	endo/exonuclease (5'-3'), endonuclease G-like	9		mitochondrial inner membrane			IBA	PTN000359598 	J:265628 	
MGI:2143333	Exog	endo/exonuclease (5'-3'), endonuclease G-like	9		mitochondrial inner membrane			ISO	Q9Y2C4 	J:164563 	
MGI:2143333	Exog	endo/exonuclease (5'-3'), endonuclease G-like	9		mitochondrion			HDA		J:151002 	
MGI:2143333	Exog	endo/exonuclease (5'-3'), endonuclease G-like	9		mitochondrion			ISO	Q9Y2C4 	J:164563 	
MGI:1923517	Fads1	fatty acid desaturase 1	19		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:1915886	Fahd1	fumarylacetoacetate hydrolase domain containing 1	17		mitochondrial inner membrane			HDA		J:100953 	
MGI:1915886	Fahd1	fumarylacetoacetate hydrolase domain containing 1	17		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1915886	Fahd1	fumarylacetoacetate hydrolase domain containing 1	17		mitochondrion			HDA		J:151002 	
MGI:1915886	Fahd1	fumarylacetoacetate hydrolase domain containing 1	17		mitochondrion			IBA	PTN000214042 	J:265628 	
MGI:1915886	Fahd1	fumarylacetoacetate hydrolase domain containing 1	17		mitochondrion			ISO	Q6P587 	J:164563 	
MGI:1915376	Fahd2a	fumarylacetoacetate hydrolase domain containing 2A	2		mitochondrion			HDA		J:151002 	
MGI:1919669	Fam72a	family with sequence similarity 72, member A	1		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:1916593	Fam110b	family with sequence similarity 110, member B	4		mitochondrion			ISO	Q8TC76 	J:164563 	
MGI:3026880	Fam124b	family with sequence similarity 124, member B	1		mitochondrion			ISO	Q9H5Z6 	J:164563 	
MGI:1913738	Fam136a	family with sequence similarity 136, member A	6		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1913738	Fam136a	family with sequence similarity 136, member A	6		mitochondrion			HDA		J:151002 	
MGI:1917436	Fam162a	family with sequence similarity 162, member A	16		mitochondrion			HDA		J:151002 	
MGI:1917436	Fam162a	family with sequence similarity 162, member A	16		mitochondrion			IBA	PTN002671238 	J:265628 	
MGI:1917436	Fam162a	family with sequence similarity 162, member A	16		mitochondrion			ISO	Q96A26 	J:164563 	
MGI:1914000	Fam210a	family with sequence similarity 210, member A	18		mitochondrion			HDA		J:151002 	
MGI:1914000	Fam210a	family with sequence similarity 210, member A	18		mitochondrion			IBA	PTN000483225 	J:265628 	
MGI:1914000	Fam210a	family with sequence similarity 210, member A	18		mitochondrion			IDA		J:261817 	
MGI:1914267	Fam210b	family with sequence similarity 210, member B	2		mitochondrial outer membrane			ISO	Q96KR6 	J:164563 	
MGI:1914267	Fam210b	family with sequence similarity 210, member B	2		mitochondrion			IBA	PTN000483225 	J:265628 	
MGI:1926471	Fancg	Fanconi anemia, complementation group G	4		mitochondrion			ISO	O15287 	J:164563 	
MGI:1917205	Fars2	phenylalanine-tRNA synthetase 2 (mitochondrial)	13		mitochondrion			HDA		J:151002 	
MGI:1917205	Fars2	phenylalanine-tRNA synthetase 2 (mitochondrial)	13		mitochondrion			IBA	PTN000165999 	J:265628 	
MGI:1917205	Fars2	phenylalanine-tRNA synthetase 2 (mitochondrial)	13		mitochondrion			ISO	RGD:1309416 	J:155856 	
MGI:95485	Fasn	fatty acid synthase	11		mitochondrion			HDA		J:151002 	
MGI:1913837	Fastk	Fas-activated serine/threonine kinase	5		mitochondrial matrix			IBA	PTN000477113 	J:265628 	
MGI:1913837	Fastk	Fas-activated serine/threonine kinase	5		mitochondrion			HDA		J:151002 	
MGI:2444596	Fastkd1	FAST kinase domains 1	2		mitochondrial matrix			IBA	PTN000477113 	J:265628 	
MGI:2444596	Fastkd1	FAST kinase domains 1	2		mitochondrion			ISO	Q53R41 	J:164563 	
MGI:2444596	Fastkd1	FAST kinase domains 1	2		mitochondrion			ISS	Q14CZ7 	J:168153 	
MGI:1922869	Fastkd2	FAST kinase domains 2	1		mitochondrial matrix			IBA	PTN000477113 	J:265628 	
MGI:1922869	Fastkd2	FAST kinase domains 2	1		mitochondrial nucleoid			ISO	Q9NYY8 	J:164563 	
MGI:1922869	Fastkd2	FAST kinase domains 2	1		mitochondrion			HDA		J:151002 	
MGI:1922869	Fastkd2	FAST kinase domains 2	1		mitochondrion			ISO	Q9NYY8 	J:164563 	
MGI:1916827	Fastkd3	FAST kinase domains 3	13		mitochondrial matrix			IBA	PTN000477113 	J:265628 	
MGI:1916827	Fastkd3	FAST kinase domains 3	13		mitochondrion			ISO	Q14CZ7 	J:164563 	
MGI:1916827	Fastkd3	FAST kinase domains 3	13		mitochondrion			ISS	Q14CZ7 	J:168153 	
MGI:2139469	Fastkd5	FAST kinase domains 5	2		mitochondrial matrix			IBA	PTN000477113 	J:265628 	
MGI:2139469	Fastkd5	FAST kinase domains 5	2		mitochondrial nucleoid			ISO	Q7L8L6 	J:164563 	
MGI:2139469	Fastkd5	FAST kinase domains 5	2		mitochondrion			ISO	Q7L8L6 	J:164563 	
MGI:2139469	Fastkd5	FAST kinase domains 5	2		mitochondrion			ISS	Q14CZ7 	J:168153 	
MGI:1925155	Fate1	fetal and adult testis expressed 1	X		mitochondrial outer membrane			IBA	PTN000473849 	J:265628 	
MGI:1925155	Fate1	fetal and adult testis expressed 1	X		mitochondrial outer membrane			ISO	Q969F0 	J:164563 	
MGI:1925155	Fate1	fetal and adult testis expressed 1	X		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:2140367	Fbxl4	F-box and leucine-rich repeat protein 4	4		mitochondrial intermembrane space			ISO	Q9UKA2 	J:164563 	
MGI:2140367	Fbxl4	F-box and leucine-rich repeat protein 4	4		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:1917004	Fbxo7	F-box protein 7	10		mitochondrion	is a part of primary neuron		IDA		J:226415 	
MGI:1917004	Fbxo7	F-box protein 7	10		mitochondrion			ISO	Q9Y3I1 	J:164563 	
MGI:1354695	Fbxw7	F-box and WD-40 domain protein 7	3		mitochondrion	is a part of primary neuron,is a part of brain		IDA		J:204747 	
MGI:1915484	Fcor	Foxo1 corepressor	8		mitochondrion			IDA		J:184684 	
MGI:104888	Fdps	farnesyl diphosphate synthetase	3		mitochondrial matrix			ISO	RGD:68953 	J:155856 	
